NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
1324040;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3306206;Vassouras;33;RJ;1;1;1;1;1420.0;1383.0;1395.0;1408.0;537.4;623.9;600.1;487.2;DCEBCBDECDEBCCDCECBCCDDDBDDAACEECBDACDDEDBBCB;DECBBEBCDBADAEBDCACDBAECEDACEAEAEEADEDDADADEC;CAAAEECBECDDDCBDEBDBBADCEBDEBECBDBDBCBEBADEEB;DECDEBEBCBDBECEACBADADDBCEEDCDAACBCABEBBDCAED;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1.0;160.0;180.0;180.0;200.0;200.0;920.0
503854;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3302908;Miguel Pereira;33;RJ;1;1;1;1;1421.0;1386.0;1397.0;1409.0;405.8;467.7;469.0;598.8;BEABDEDAAEBEBCDEDDADADADADCAEBCEBBEEEEEACEDAB;ABEAADACAEBACEEABBBACBBCAABAACCBDCDABBCDDAADD;AAAADDAEDBDDABDDEEABDEEBACEBAEDBCECADADACAEAC;CBBBDAAABDCBCBDACECCDADBBDCDCCDADBDDCACCEDDDE;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1.0;140.0;180.0;160.0;160.0;160.0;800.0
2299572;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3302908;Miguel Pereira;33;RJ;1;1;1;1;1420.0;1383.0;1395.0;1408.0;585.6;558.6;565.8;736.5;BCEDCBCCCEB.BABEE.BDCDCCADDDBEEEEAEEEBBCAEDCB;CCCCEEBBAEADAEBBCCCDEAACEBDCEAEAADEDCEAADBDAA;CDAAAECBEC.DBCBDEDBCCBBDCBDEBBBBE.DA.BAEEDEEB;CEDECDDBDDAEBBCDCACEBACCCACDBDABCAADDDBABABCE;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1.0;160.0;200.0;180.0;180.0;160.0;880.0
3473124;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3302908;Miguel Pereira;33;RJ;1;1;1;1;1422.0;1384.0;1396.0;1410.0;559.3;600.9;601.7;523.3;BAEBBAACEBDCEEDDBECEECACECCDEBBBCCBBDCCCCACCA;DADBBCECECBEEBBBBBEDCCDACECADBCEEABEEEBAECEEA;AACDBDABECBBDBEEBDCCDCAEDDCBDBBDEBDAEDCECDDDA;BADDAAECDCCCDECDADDCEDBBEAEEDECCBBDAEEABCBDEA;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1.0;140.0;160.0;120.0;160.0;160.0;740.0
536858;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3302908;Miguel Pereira;33;RJ;1;1;1;1;1420.0;1383.0;1395.0;1408.0;528.8;554.2;539.1;474.6;ADEDCBCBADCECABBD*ECABDAADEEACBECBBCDDBEDEDCB;BECBBEADADCDDEBBABDDCAECCBEAEABAEEACBCDEAADBC;ADAEEECDECEDDCADEADBCABABBDCDEBBECCDBEEBABEEC;AECBEBDEACDABBEEAADBABECCEDABABDCECEDCBDCCACD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1.0;160.0;200.0;160.0;200.0;200.0;920.0
3011987;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3306206;Vassouras;33;RJ;1;1;1;1;1419.0;1385.0;1398.0;1407.0;580.4;640.3;650.0;713.1;BCBBBCBDBDCCCDDBEABDABECEDEECBACAEEEECCCBDDCD;CAEDBDDBEBEDEDAEEAEACBCADEEBEBBEEABECBDACDDED;EAAACDDCBDEECECCBAEDADEEBCBEBEDBDEDDADADDCECB;EBCABAADEDCBCBCBADCBBCCEDCAEABADAEDBDADCBCCCC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1.0;120.0;160.0;120.0;120.0;120.0;640.0
259034;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3302908;Miguel Pereira;33;RJ;1;1;1;1;1420.0;1383.0;1395.0;1408.0;443.4;583.0;566.1;577.1;CCABCBDEAEBDDAECCCDEDAEEBDBCBCABCABDAECDABACA;CEBBBDABCBDDBEEDCBCBCAECEDADBAEAEBACEEBADACEE;CAAADBCAECCDDCBEECACABDAEBCEABBBDDDDBBEBADEEB;DECCADECCAABDEBACBCCBCBADECBAAACEBDDADBEBEABC;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1.0;140.0;160.0;140.0;140.0;180.0;760.0
321495;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3302908;Miguel Pereira;33;RJ;1;1;1;1;1420.0;1383.0;1395.0;1408.0;432.8;582.8;568.1;441.8;DACECDBEEDBADEECCEABDEABCBEEBDEBDBADEAACDBEAD;BECBBEAECBADEEDABBEDCAECBDCAAAEACBADDEAADACCC;CAAAEECBECBDDBADEAACCCBCBBDADDEADBDACBCDEAEBC;DBEACBBEADDCDAEAEBC.ADECBEAAADDCDADBBDAEBCADE;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1.0;160.0;160.0;160.0;180.0;200.0;860.0
3189408;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3302908;Miguel Pereira;33;RJ;1;1;1;1;1422.0;1384.0;1396.0;1410.0;496.4;575.9;615.8;421.2;CABADAABBBDCAADCABDDBCECDCCCBCEBDBABDEC*DCECC;DADBBCDAEBBDEBDCEBEACADADCAAADEEEADEAEEADCCCA;AACEADAAECBDDAEEBDDCDABEDDCADCBDEBDABAEECADDA;DADDDCEDCBDCCEAACDCCDABADCACBCEBDDADCDCABEBEC;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1.0;120.0;160.0;140.0;160.0;120.0;700.0
4098599;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3302908;Miguel Pereira;33;RJ;1;1;1;1;1422.0;1384.0;1396.0;1410.0;482.3;509.5;515.7;575.4;ACEDBADCCEBCAEBCCCCDBEACEBCAEDEDAECBAACDAEEEE;DADDECAAEBDDEEADDCEEECDBDDCBCEBCCAADEECBBCEDA;BBDEADADECBEDADEBDBBBCBEDAACDBCAABBEDEEEDBCBA;AEDDBBEDADBACDBABDCADEBCDEBDBABCDACBADACEBCAB;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1.0;160.0;180.0;160.0;160.0;200.0;860.0
1856090;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3302908;Miguel Pereira;33;RJ;1;1;1;1;1421.0;1386.0;1397.0;1409.0;608.8;648.1;625.8;664.6;DDBEDEEBABEDEBBBEDDBCDDEAEAEBBDDEBCCADAECEDEB;ADCCCDDEDBAECEDADBCDBEBEDADABCDEACCAEDEABCEBB;AACEABBECADEEBECCDBBCEBBBCEDDDDBCBDEDDCECBECE;CEBDBADCBDCDBEDDCBCADCCBDDECBAAACDCCDABBDCDBB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1.0;160.0;160.0;160.0;180.0;200.0;860.0
2290538;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3302908;Miguel Pereira;33;RJ;1;1;1;1;1420.0;1383.0;1395.0;1408.0;601.3;558.9;550.1;602.9;CCEBADCEADDACEEAEDBBCADCCCDDBEEECABCAEBBEBDAB;BECBECAEDBABDEABCBCDAAACECADEBEAEBDDECDADABBC;CAAAEECBEADDDDDCEDACBBDACBDCDBDEEBDADBCCADEEE;DBCCDCDCCCABDCBBDBCCBBBCBEDBCBACABCDDBBBBBBAC;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1.0;140.0;160.0;120.0;120.0;140.0;680.0
734229;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3306206;Vassouras;33;RJ;1;1;1;1;1422.0;1384.0;1396.0;1410.0;399.7;427.1;518.3;622.6;DCCEBAADABAEAEBCAEDABAADDCAECDEDACDACBABEAEDB;BCDCDBECAACBEDBCEBCBDADBDBBA*EBCEABCDBAEDEAAB;ACBEABACECECDCBCBDBECCBADDABACDEEBECBDEEECDAB;CEBADCADCACEBEBBCBAACCBEBADDCDBCABECADACBECED;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1.0;160.0;180.0;140.0;200.0;200.0;880.0
1464126;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3306206;Vassouras;33;RJ;1;1;1;1;1419.0;1385.0;1398.0;1407.0;550.6;609.3;593.8;647.8;BABADDBBBEAAEBBCEAADCAECECEBCACCACEAEACBDDBDD;CADDAADCEAECEEACBAEACBCADCCDEEBBAACECBABCDDED;EAAACBDCBDEECBCAEDDBADDEBCBEADBBDBEDBBDDDCECB;BBBABEBCADABCAEBDDCDBCEBCBBAEDCBACCEABDBBDECB;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1.0;160.0;200.0;160.0;200.0;200.0;920.0
1767257;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3302908;Miguel Pereira;33;RJ;1;1;1;1;1421.0;1386.0;1397.0;1409.0;644.9;691.9;635.0;771.7;DDBDBEEBAAEDBCBCEECDABCAABDEDEADEDCDABABCECED;ACBCADCECBAECEDADBADAEBADADCBCBEACCAEDEBBBECE;AACEACBECADDEABDCDABDAECBDCBADDECBDEDDCECBECE;DEBDCADAACCADDDABAABCCCDCCECEDCAEBEBCABEDADDB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1.0;120.0;140.0;140.0;120.0;120.0;640.0
632939;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3302908;Miguel Pereira;33;RJ;1;1;1;1;1422.0;1384.0;1396.0;1410.0;385.4;668.2;629.2;778.7;CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC;DADCACDBECEDEBBBEBCDBADABEAADCECEACBAECADCEDA;AACEADABECBBDAEEBBBEDCBEDDCADDBDEBDAEACECCDDC;DDCEEEACADDEBEBBEDBDACCCCACCBCECEBDBADABBADDD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1.0;120.0;140.0;140.0;140.0;140.0;680.0
2664197;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3303609;Paracambi;33;RJ;1;1;1;1;1420.0;1383.0;1395.0;1408.0;620.1;717.9;614.2;748.6;ECEDAACCEDABABBDADCDABECECBCCDEECAAEBCEBABDAB;CECEBEBCDCADDEABCBCDCAECEDACBAEABEADCEDADACEE;CAAAEECBECCDDBBDEDDAEABAEDDAADDCDBCDDBEDADEEA;CEDCBEDEBEABDECDBCCBBACCCABEAAABBACDDCDADEBCE;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1.0;120.0;200.0;160.0;160.0;140.0;780.0
3529435;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3303609;Paracambi;33;RJ;1;1;1;1;1420.0;1383.0;1395.0;1408.0;547.0;621.7;578.0;634.6;EACEABCEEEEBDDBDEDBCABDEDCBDCCEECACCEEABAADCC;CBDEBEBEDCBDDEEBAACCCAECEDACEAEAEEADEDDADECBE;ADAAEEC*ECEDDCBDECBCEDEDEBCAEACBDBDDDBEDAAEEB;DCDCBEDAABABDCBBBCCEACBCCADACBAAEBAADAAAAAAAE;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1.0;160.0;180.0;140.0;160.0;120.0;760.0
1662862;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3303609;Paracambi;33;RJ;1;1;1;1;1421.0;1386.0;1397.0;1409.0;633.4;520.0;565.1;662.0;DDBDDEABAACDECBAEEACBECCADBEBABDEBDEAECACECEC;ABEDACECCEEBCEBADBABBCBABDDAAEEEAECEBDAEBCEBB;AACE*DBEDAAEEBDACDBBCEABDACAADCECBBEEDBECBEAE;CDBBBECBBEDEADDABBACDECDBADBEDAEDBDAEABEDAACA;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1.0;100.0;140.0;120.0;120.0;60.0;540.0
1861670;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3302908;Miguel Pereira;33;RJ;1;1;1;1;1419.0;1385.0;1398.0;1407.0;528.8;572.0;531.8;610.6;B.CDCCCDDEBBBCEDACADABACEADBAEAAAAEACEEAAAACA;CAEABADCEAECEBCDEEEACDCADBADEADBCACEDBBECBDCD;CBADADBCBBDBBEBDACEDADDEBCAEBDDBCEBDBDAEDBECB;.BA.B..CABABADABACCABCCAACBABAAEAAAAAAAAAAEAA;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1.0;140.0;120.0;120.0;120.0;120.0;620.0
3693927;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3306206;Vassouras;33;RJ;1;1;1;1;1419.0;1385.0;1398.0;1407.0;606.9;553.5;588.1;684.6;BCEADCCDACAACCDDEDBDBADCECEDCEDDCCCCBEBBDDBCB;AEEEBADACBCCECAEBAEBBBCACADECADEBDBECBCBCCDCD;EAAACADADEEECCCBDDEBADEEBCBEBACBCBBDADADDCECB;CABABBAAEBBBADCBADEDBCCCDCBBBCDDAEBBEECABEECB;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1.0;160.0;180.0;160.0;200.0;180.0;880.0
257030;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3306206;Vassouras;33;RJ;1;1;1;1;1421.0;1386.0;1397.0;1409.0;456.8;586.5;568.9;454.6;CEDAACECDECDACBCEDECAECBDCBDBBDBBACDEDCCCEDCB;ABEEADEEEBAADCDADBCDBEBDAAAABCDDAACEBDEBBCECB;DACCBABEDADEEADBBEABCCCBBDEBBEDDCBCEDCCBCBECC;EEAACDEDDBEDDEDABBDADAEDBEDDCCBEDACCBCDCDABBB;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1.0;120.0;180.0;120.0;140.0;160.0;720.0
4312071;2024;33159866.0;3301801.0;Engenheiro Paulo de Frontin;33.0;RJ;1.0;1.0;1.0;3300308;Barra do Piraí;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
